id,plateforme,genre,annee,mois,duree_min,pays_origine,abonnes_chaine,vues,likes,commentaires,taux_retention,score_critique,tendance
1266,YouTube,Action,2021,2,13,USA,8174,989,35,13,67.4,8.6,0
1267,YouTube,Thriller,2015,1,49,UK,425060,14583,366,4,94.9,6.0,0
1268,YouTube,Biopic,2017,11,49,France,17281,511,65,14,80.2,5.0,0
1269,YouTube,Action,2021,2,17,France,195628,22824,2612,196,81.9,7.9,0
1270,YouTube,Thriller,2019,6,6,USA,256190,39865,2110,1042,71.8,6.0,0
1271,YouTube,Comedie,2021,9,26,USA,289336,44858,5626,593,50.8,6.0,0
1272,YouTube,Biopic,2020,7,20,Espagne,87756,117894,2382,118,48.4,4.0,1
1273,YouTube,Animation,2022,4,34,France,21998,6192,1294,74,49.9,4.0,0
1274,YouTube,Documentaire,2020,2,7,France,19378,65832,9500,339,29.2,7.8,0
1275,YouTube,Documentaire,2015,9,5,USA,13517,172896,24904,1015,72.1,4.6,1
1276,YouTube,Animation,2015,6,27,France,288,180,12,8,47.2,9.2,0
1277,YouTube,Documentaire,2021,1,46,France,92745,659,6,2,80.0,9.5,0
1278,YouTube,Action,2015,3,20,USA,35915,100,6,1,88.0,4.9,0
1279,YouTube,Horreur,2018,7,21,USA,114811,42313,2363,83,29.1,5.5,0
1280,YouTube,Documentaire,2015,3,12,France,17430,100,10,0,78.7,7.6,0
1281,YouTube,Documentaire,2017,5,19,UK,83253,100,13,1,69.8,8.8,0
1282,YouTube,Thriller,2020,2,20,USA,1401,191,37,1,73.5,6.8,0
1283,YouTube,Horreur,2016,10,17,France,2124,100,5,1,75.1,5.5,0
1284,YouTube,Thriller,2019,8,22,Allemagne,155,5886,521,156,39.1,5.9,0
1285,YouTube,Action,2023,10,19,France,16836,198,5,0,84.4,6.7,0
1286,YouTube,Biopic,2015,1,41,Espagne,4698,100,5,2,64.9,5.7,0
1287,YouTube,Drame,2015,5,22,Espagne,3616,2684,325,5,67.8,8.3,0
1288,YouTube,Comedie,2017,4,46,USA,43015,3111,22,2,83.6,5.5,0
1289,YouTube,Animation,2022,8,37,France,9404,100,27,0,89.3,7.2,0
1290,YouTube,Drame,2018,10,39,Canada,1253,500,66,2,58.6,7.6,0
1291,YouTube,Horreur,2020,3,36,USA,3575206,2473,192,46,63.2,6.5,0
1292,YouTube,SF,2015,10,55,France,20454,1221,103,2,95.0,6.2,0
1293,YouTube,Action,2021,7,17,USA,2524,1308,104,24,71.8,6.5,0
1294,YouTube,Biopic,2015,10,58,USA,5769,56852,3266,436,62.1,5.2,0
1295,YouTube,Romance,2021,1,14,Allemagne,15579,638171,11176,12187,29.6,7.7,1
1296,YouTube,Drame,2016,12,10,UK,15514,1362,128,11,94.3,6.3,0
1297,YouTube,Animation,2022,6,50,Allemagne,297845,109,14,1,94.3,6.1,0
1298,YouTube,Romance,2017,4,54,UK,18791,1658,57,9,65.1,4.9,0
1299,YouTube,Action,2016,3,8,UK,900239,4845,251,102,84.8,9.4,0
1300,YouTube,Documentaire,2018,12,37,USA,9275,2609,216,15,93.8,7.8,0
1301,YouTube,SF,2015,11,32,Espagne,51682,13721,1713,47,41.9,4.3,0
1302,YouTube,Animation,2016,2,15,Espagne,170069,751459,72037,7949,53.1,7.3,1
1303,YouTube,Horreur,2020,6,32,Canada,240458,100,0,1,65.6,5.6,0
1304,YouTube,Animation,2017,9,42,Canada,303684,839,26,22,82.7,5.1,0
1305,YouTube,Animation,2018,8,35,USA,12784,140485,10510,855,95.0,5.4,1
1306,YouTube,Drame,2022,3,32,France,21785,808,46,9,47.0,7.3,0
1307,YouTube,Drame,2016,5,53,Allemagne,154,21455,2609,188,66.2,6.3,0
1308,YouTube,SF,2018,5,15,France,14883,14432,1951,49,51.5,6.4,0
1309,YouTube,Horreur,2016,4,38,France,195342,65657,10195,46,75.1,6.9,0
1310,YouTube,Romance,2019,12,21,USA,132411,356236,20600,9000,76.8,7.9,1
1311,YouTube,Thriller,2017,3,58,USA,18527,6854,662,143,58.2,10.0,0
1312,YouTube,Documentaire,2015,9,17,USA,658868,100,9,0,89.5,6.1,0
1313,YouTube,Horreur,2015,11,52,France,10218,517,58,5,36.9,5.9,0
1314,YouTube,Biopic,2022,10,39,France,5259,704421,59435,44644,74.9,6.7,1
1315,YouTube,Drame,2015,10,15,France,8635,100,5,0,50.2,7.6,0
1316,YouTube,Documentaire,2022,2,46,USA,2333,10321,148,4,54.7,8.1,0
1317,YouTube,Romance,2023,2,16,France,76480,100,3,0,64.4,5.0,0
1318,YouTube,SF,2019,10,17,UK,39220,101,1,0,53.7,10.0,0
1319,YouTube,Thriller,2017,9,22,France,74604,27373,3751,95,65.2,4.7,0
1320,YouTube,Comedie,2021,9,41,USA,9616,3261,650,10,64.4,7.8,0
1321,YouTube,Drame,2023,6,25,USA,19611,1163,165,3,68.1,7.6,0
1322,YouTube,Romance,2016,7,35,USA,282,389,15,1,44.1,4.4,0
1323,YouTube,Horreur,2023,1,34,Allemagne,46744,100,14,2,92.6,6.9,0
1324,YouTube,Horreur,2023,4,14,France,26840,16873,1842,34,69.8,3.9,0
1325,YouTube,Comedie,2016,7,16,USA,2438,1468,179,16,76.3,5.3,0
1326,YouTube,Animation,2015,2,20,UK,17866,100,15,1,56.9,6.4,0
1327,YouTube,Action,2021,2,15,France,13151,3214,201,9,57.5,6.7,0
1328,YouTube,Animation,2015,1,55,Canada,750596,12747,335,148,36.6,8.4,0
1329,YouTube,Thriller,2020,3,24,Espagne,2637,1804,109,16,82.2,5.5,0
1330,YouTube,SF,2015,12,26,UK,42738,3983,347,24,82.0,7.0,0
1331,YouTube,Documentaire,2021,9,41,Espagne,2486,3279,202,61,66.2,7.9,0
1332,YouTube,SF,2017,12,47,USA,7217,509,27,0,69.4,6.4,0
1333,YouTube,Horreur,2015,4,42,USA,38316,3414,452,9,88.6,6.5,0
1334,YouTube,Romance,2015,8,34,France,14433,18733,305,12,70.0,4.3,0
1335,YouTube,Biopic,2016,11,58,France,21764,39600,2766,1011,85.6,4.1,0
1336,YouTube,Animation,2019,5,54,France,42849,21521,3358,282,95.0,5.2,0
1337,YouTube,Drame,2015,8,14,USA,8205,551,103,1,90.3,8.6,0
1338,YouTube,Documentaire,2022,9,12,USA,129093,14625,1206,105,46.5,8.6,0
1339,YouTube,SF,2020,10,25,France,11956,9543,429,221,54.9,8.4,0
1340,YouTube,Romance,2017,12,50,UK,18122,505,28,5,80.0,7.1,0
1341,YouTube,Comedie,2023,8,57,France,45370,933,4,9,38.6,7.3,0
1342,YouTube,Comedie,2020,7,43,USA,34682,16305,356,48,50.8,5.9,0
1343,YouTube,Romance,2021,11,42,France,79893,93178,11150,1888,64.5,5.9,1
1344,YouTube,Comedie,2016,9,16,UK,41519,100,13,2,57.2,3.5,0
1345,YouTube,Biopic,2021,5,36,USA,56278,179899,7419,2581,69.0,6.8,1
1346,YouTube,Horreur,2020,8,13,UK,11490,54742,4134,1102,85.5,7.2,0
1347,YouTube,Documentaire,2023,7,33,France,2597,4903,397,39,63.2,5.6,0
1348,YouTube,Documentaire,2019,3,14,USA,1267,1633,6,12,79.3,7.9,0
1349,YouTube,Romance,2021,7,7,Espagne,779,7911,684,29,83.3,8.3,0
1350,YouTube,Action,2018,8,58,France,748220,600,87,9,64.7,4.8,0
1351,YouTube,Thriller,2015,11,53,USA,263,1911,210,20,50.8,10.0,0
1352,YouTube,SF,2016,7,42,France,239772,100,20,1,74.8,7.3,0
1353,YouTube,Biopic,2022,2,38,France,4265,100,7,1,48.1,8.8,0
1354,YouTube,Drame,2021,12,16,USA,236305,1015372,114998,15760,74.3,5.5,1
1355,YouTube,SF,2018,7,35,France,269,3490,308,51,93.0,8.7,0
1356,YouTube,Thriller,2021,4,45,USA,13764,4960,398,28,52.2,7.5,0
1357,YouTube,Comedie,2015,10,33,Allemagne,403547,2760,93,27,65.6,6.1,0
1358,YouTube,Comedie,2015,5,19,France,91712,376,26,2,66.6,4.9,0
1359,YouTube,Thriller,2019,5,25,France,11220,1383,211,14,53.2,6.5,0
1360,YouTube,Action,2020,11,50,Canada,452,3744,724,56,52.7,7.7,0
1361,YouTube,Action,2023,11,17,USA,1564,1823,119,2,66.7,6.6,0
1362,YouTube,Thriller,2021,7,57,Allemagne,354439,454,101,14,83.5,6.6,0
1363,YouTube,Drame,2017,5,46,USA,10976,9884,683,116,46.2,5.8,0
1364,YouTube,Romance,2022,11,53,UK,19079,4773,346,34,51.9,4.5,0
1365,YouTube,Action,2019,3,32,Allemagne,38834,7960,444,116,72.4,6.8,0
1366,YouTube,Thriller,2022,9,15,France,1626,17371,598,38,34.1,5.1,0
1367,YouTube,SF,2016,8,4,Canada,49740,1946,393,17,39.3,7.9,0
1368,YouTube,Biopic,2015,11,33,UK,9516,1954,144,39,60.8,7.8,0
1369,YouTube,Animation,2015,6,25,Canada,39632,121313,4321,114,46.1,9.0,1
1370,YouTube,Horreur,2023,10,9,France,6931,281,61,2,85.8,5.9,0
1371,YouTube,Thriller,2015,1,55,USA,947,100,6,3,59.9,6.4,0
1372,YouTube,SF,2023,10,58,France,9369,11954,751,103,47.0,4.3,0
1373,YouTube,SF,2021,1,24,Espagne,79344,618,9,0,88.7,5.7,0
1374,YouTube,Horreur,2016,8,41,France,48441,201,34,4,48.6,6.5,0
1375,YouTube,Biopic,2022,3,26,France,23432,27257,3384,316,87.2,6.6,0
1376,YouTube,Biopic,2016,12,31,Allemagne,132755,2075,296,14,62.1,5.9,0
1377,YouTube,Documentaire,2016,10,38,USA,14659,126,16,1,90.6,5.6,0
1378,YouTube,Romance,2020,2,26,USA,24650,376007,23840,7158,70.4,6.9,1
1379,YouTube,Romance,2017,11,48,France,8437,100,6,1,82.1,6.1,0
1380,YouTube,Biopic,2017,4,13,UK,149228,2400,160,42,41.9,8.5,0
1381,YouTube,Drame,2016,7,41,France,39460,100,9,0,86.2,6.9,0
1382,YouTube,Thriller,2020,2,59,USA,7230,5864,669,7,87.9,5.7,0
1383,YouTube,Horreur,2015,2,51,USA,1120,600,57,1,90.2,8.1,0
1384,YouTube,Thriller,2017,3,5,USA,200771,23113,2236,49,72.6,5.0,0
1385,YouTube,Drame,2019,7,9,France,4973,2854,94,3,89.9,5.9,0
1386,YouTube,Romance,2019,7,38,France,25441,87248,1484,621,75.0,4.9,1
1387,YouTube,Thriller,2021,11,55,UK,2434371,1018,122,4,80.2,6.1,0
1388,YouTube,Horreur,2016,2,51,France,109427,100,17,1,84.1,8.6,0
1389,YouTube,Biopic,2020,9,54,France,552549,5398,628,95,84.3,6.8,0
1390,YouTube,Thriller,2021,1,11,USA,7508,1585,123,3,87.0,3.9,0
1391,YouTube,Romance,2018,4,32,USA,187578,100,10,1,71.4,5.9,0
1392,YouTube,Biopic,2017,3,44,UK,23233,213,37,2,55.5,6.9,0
1393,YouTube,Documentaire,2019,2,38,USA,45799,472,66,4,47.6,6.9,0
1394,YouTube,Drame,2020,8,47,Allemagne,1253792,145576,7649,4259,56.1,6.2,1
1395,YouTube,Romance,2015,11,15,UK,12615,17476,1034,241,91.8,7.7,0
1396,YouTube,Animation,2020,9,29,Canada,22891,1249,126,3,76.2,7.4,0
1397,YouTube,Animation,2016,11,28,UK,3617,9673,1434,31,38.8,6.3,0
1398,YouTube,Action,2020,8,56,France,130214,100,13,2,80.5,6.9,0
1399,YouTube,Drame,2023,1,14,Espagne,7177,726,78,4,86.7,6.3,0
1400,YouTube,Horreur,2019,5,21,Canada,170317,8123,791,20,85.0,6.6,0
1401,YouTube,Drame,2021,10,4,USA,812,4507,179,34,37.6,6.8,0
1402,YouTube,Drame,2017,1,11,France,65991,774,134,4,54.6,8.0,0
1403,YouTube,Thriller,2023,2,58,France,6079,2708,49,13,60.2,7.2,0
1404,YouTube,Comedie,2022,11,51,UK,94943,6941,1641,56,89.2,6.5,0
1405,YouTube,Comedie,2023,1,17,USA,21437,2912,342,4,12.6,5.9,0
1406,YouTube,Thriller,2021,12,43,UK,7550,25655,2994,435,64.3,7.5,0
1407,YouTube,Horreur,2020,10,36,USA,10166,6612,1167,17,44.7,7.0,0
1408,YouTube,Action,2019,8,54,USA,4020,10701,2553,83,66.6,6.4,0
1409,YouTube,Drame,2023,7,20,France,117662,216184,12827,941,56.1,6.0,1
1410,YouTube,Action,2022,2,59,France,2704,23594,1772,93,39.9,6.6,0
1411,YouTube,Romance,2018,5,24,France,12911,231514,39409,2630,77.7,5.5,1
1412,YouTube,Drame,2015,10,43,Canada,43935,555,81,2,80.0,4.3,0
1413,YouTube,Documentaire,2015,11,25,USA,555147,100,13,0,51.9,8.9,0
1414,YouTube,Romance,2017,6,41,Espagne,21620,2099,61,3,47.0,8.9,0
1415,YouTube,Documentaire,2015,11,22,UK,13561,1695,210,27,80.5,6.7,0
1416,YouTube,Animation,2016,10,51,Canada,38073,114523,1710,3346,66.4,7.3,1
1417,YouTube,SF,2015,1,39,USA,348,176,3,0,74.7,6.2,0
1418,YouTube,Horreur,2023,8,19,Canada,2003,2447,321,6,54.4,7.3,0
1419,YouTube,SF,2015,8,57,Espagne,10396,8208,740,10,77.2,6.7,0
1420,YouTube,Biopic,2020,7,43,UK,5292,3828,431,1,83.9,6.8,0
1421,YouTube,Biopic,2018,10,27,France,896,1941,214,14,67.1,5.1,0
1422,YouTube,Romance,2016,11,10,UK,122462,7305,1831,51,95.0,9.2,0
1423,YouTube,Animation,2021,7,58,France,37031,44255,2912,459,60.2,4.9,0
1424,YouTube,Drame,2023,4,46,France,29159,138602,10790,3177,58.0,7.8,1
1425,YouTube,Horreur,2022,12,41,UK,5497,3235,553,1,82.7,5.3,0
1426,YouTube,Animation,2023,12,50,Canada,25816,387,8,4,62.1,3.6,0
1427,YouTube,Biopic,2020,9,37,France,61629,138183,10779,369,74.2,8.0,1
1428,YouTube,Drame,2021,8,16,France,12967,201,13,2,56.2,6.8,0
1429,YouTube,Documentaire,2016,2,16,Allemagne,53591,262091,13624,145,76.3,4.5,1
1430,YouTube,SF,2022,5,7,France,4482,85848,6423,1169,60.5,7.5,1
1431,YouTube,Comedie,2021,3,6,France,26768,123438,7089,244,95.0,6.0,1
1432,YouTube,Comedie,2017,7,44,UK,216424,16539,411,287,65.8,9.3,0
1433,YouTube,Romance,2018,10,51,Canada,258859,100,2,0,46.4,4.4,0
1434,YouTube,Thriller,2020,3,12,USA,313381,221,16,0,79.9,5.6,0
1435,YouTube,Comedie,2015,12,35,USA,38992,6420,1815,45,92.7,7.8,0
1436,YouTube,SF,2022,2,10,USA,23464,550,31,31,85.5,5.9,0
1437,YouTube,Animation,2017,2,26,France,8977,1355,156,3,71.0,5.3,0
1438,YouTube,Thriller,2015,12,48,Canada,592,13794,1337,129,66.7,6.9,0
1439,YouTube,Biopic,2017,2,49,Canada,1495,1948,89,9,62.6,8.2,0
1440,YouTube,Documentaire,2022,9,57,USA,15738,141,24,2,55.4,6.5,0
1441,YouTube,Romance,2017,10,20,France,17737,27286,2488,259,26.8,6.2,0
1442,YouTube,Biopic,2019,4,57,France,371181,10799,995,17,34.4,5.4,0
1443,YouTube,SF,2022,1,47,France,305467,1599,199,20,82.7,5.9,0
1444,YouTube,Comedie,2015,4,22,France,5580,17644,1480,10,65.1,4.9,0
1445,YouTube,Action,2021,1,21,France,113170,3780,903,13,88.6,8.4,0
1446,YouTube,Biopic,2017,9,9,Canada,8483,83150,8225,503,60.5,7.6,1
1447,YouTube,Biopic,2021,11,55,France,86269,4350,715,24,64.6,4.6,0
1448,YouTube,Documentaire,2016,12,14,UK,110418,81619,13457,404,42.2,5.7,1
1449,YouTube,Comedie,2016,10,18,USA,264127,100,22,0,72.1,7.7,0
1450,YouTube,Drame,2022,10,26,Canada,8223,9396,103,168,53.3,7.5,0
1451,YouTube,Action,2022,11,10,Espagne,167478,1102,114,1,66.4,6.4,0
1452,YouTube,Action,2023,10,48,USA,520,348,24,3,57.6,6.2,0
1453,YouTube,Drame,2021,8,42,France,294322,53973,191,130,73.5,6.5,0
1454,YouTube,Romance,2019,12,11,UK,20951,27521,626,1164,76.7,5.9,0
1455,YouTube,Action,2016,4,12,France,21862,100,3,1,35.3,8.2,0
1456,YouTube,Biopic,2017,5,4,France,374,17831,498,76,86.9,7.6,0
1457,YouTube,SF,2020,11,57,France,10124,13165,1310,101,54.6,7.0,0
1458,YouTube,Drame,2018,4,27,Allemagne,331359,488,27,2,77.3,4.9,0
1459,YouTube,Romance,2019,4,40,France,9382,369,44,6,75.7,5.6,0
1460,YouTube,Documentaire,2016,2,11,USA,91759,100,8,1,56.8,5.6,0
1461,YouTube,Thriller,2018,4,16,USA,23602,1281,76,0,72.7,6.0,0
1462,YouTube,Action,2017,8,33,UK,184487,1912,182,4,82.7,6.8,0
1463,YouTube,Action,2016,11,14,France,32305,21861,2367,87,46.4,8.9,0
1464,YouTube,Horreur,2016,2,37,Allemagne,3416,5845,324,81,93.6,6.8,0
1465,YouTube,Comedie,2019,9,55,UK,24659,210,28,1,61.1,4.5,0
1466,YouTube,Animation,2018,10,20,USA,541681,5416,414,14,30.5,7.6,0
1467,YouTube,Thriller,2015,11,37,USA,59592,1579,142,36,44.7,4.5,0
1468,YouTube,Documentaire,2019,10,55,Canada,17450,287,24,1,45.0,7.2,0
1469,YouTube,Action,2016,2,53,Canada,2005667,100,8,3,69.2,5.9,0
1470,YouTube,Horreur,2015,6,3,USA,223782,14214,1773,78,21.0,7.4,0
1471,YouTube,Animation,2016,12,9,USA,112810,9099,565,144,85.8,7.3,0
1472,YouTube,SF,2019,11,59,France,41551,11991,817,213,56.0,6.8,0
1473,YouTube,Drame,2023,8,55,France,94897,482,40,6,69.2,5.0,0
1474,YouTube,Biopic,2017,12,21,France,101261,4571,674,53,95.0,5.6,0
1475,YouTube,Thriller,2017,9,32,France,279,100,3,3,80.3,7.3,0
1476,YouTube,SF,2017,1,35,France,48526,253,39,4,77.0,6.8,0
1477,YouTube,Thriller,2018,11,41,Allemagne,15968,3243,390,58,52.3,9.3,0
1478,YouTube,Drame,2021,3,45,Canada,8106,5743,217,49,76.7,6.7,0
1479,YouTube,SF,2017,5,24,Canada,14900,100,2,0,65.9,7.7,0
1480,YouTube,Comedie,2020,3,53,UK,980,211,15,0,78.6,5.9,0
1481,YouTube,Action,2023,9,6,UK,596,1195,129,8,47.7,5.2,0
1482,YouTube,Drame,2023,1,4,France,266466,32738,2617,588,58.3,8.2,0
1483,YouTube,Comedie,2020,8,57,UK,55509,390,13,1,67.1,5.4,0
1484,YouTube,SF,2021,11,13,France,176,4236,428,41,54.1,4.4,0
1485,YouTube,Horreur,2023,10,59,USA,6955,5505,739,131,70.3,4.5,0
1486,YouTube,Comedie,2022,4,19,Espagne,128168,1596,22,38,53.2,7.1,0
1487,YouTube,Action,2017,11,23,Allemagne,12581,5825,327,28,40.0,5.5,0
1488,YouTube,Comedie,2016,5,4,France,265669,103,8,0,60.4,4.2,0
1489,YouTube,Romance,2016,9,56,UK,179782,578,23,0,27.0,9.4,0
1490,YouTube,Drame,2022,7,23,France,1460,107570,8925,1424,72.4,3.2,1
1491,YouTube,SF,2020,1,12,France,16536,128272,31092,1196,91.5,5.9,1
1492,YouTube,Action,2017,1,30,France,8989,24521,6072,786,55.7,8.9,0
1493,YouTube,Thriller,2018,3,11,France,1368,46675,6119,248,54.2,6.6,0
1494,YouTube,SF,2017,12,48,UK,1201,100,8,0,92.1,10.0,0
1495,YouTube,SF,2022,12,7,USA,4393,278,47,0,95.0,7.7,0
1496,YouTube,Romance,2020,5,31,France,6112,1369,135,3,38.9,4.7,0
1497,YouTube,Documentaire,2022,12,25,Espagne,38811,1250563,105436,8043,69.0,7.6,1
1498,YouTube,SF,2017,1,5,USA,177802,1362,12,25,77.3,5.7,0
1499,YouTube,Horreur,2019,12,5,USA,61530,19192,2461,322,88.8,6.1,0
1500,YouTube,Romance,2016,3,32,USA,98789,7676,299,12,81.1,5.0,0
1501,YouTube,Drame,2023,1,25,USA,12923,7261,1238,26,91.2,5.5,0
1502,YouTube,Drame,2019,10,10,USA,73570,2810,119,6,93.8,7.6,0
1503,YouTube,Thriller,2019,5,10,UK,16370,148,9,4,53.3,5.1,0
1504,YouTube,Romance,2018,4,48,Allemagne,9109,100,3,1,91.7,3.6,0
1505,YouTube,Drame,2017,10,44,USA,978916,73468,2313,1059,65.6,7.1,0
1506,YouTube,Biopic,2023,4,37,USA,208,638,51,7,91.5,6.1,0
1507,YouTube,SF,2019,10,50,France,519,100,18,0,56.6,7.9,0
1508,YouTube,Horreur,2021,3,6,Allemagne,47353,8909,138,65,92.2,5.3,0
1509,YouTube,Animation,2015,2,42,USA,12965,8492,684,19,56.3,8.0,0
1510,YouTube,Thriller,2017,4,45,France,1243,20327,2096,409,87.2,7.6,0
1511,YouTube,Drame,2022,8,14,Espagne,2672,48498,2991,264,72.8,7.3,0
1512,YouTube,Documentaire,2015,3,33,USA,3467,299,34,1,41.2,4.5,0
1513,YouTube,Thriller,2015,2,46,France,131225,334,40,0,73.5,6.4,0
1514,YouTube,Drame,2022,9,37,France,248903,1343,58,2,61.0,7.9,0
1515,YouTube,Biopic,2017,6,17,USA,584858,23250,479,487,38.2,5.7,0
1516,YouTube,SF,2017,6,40,Espagne,917,100,8,1,82.2,3.4,0
1517,YouTube,Action,2020,3,46,USA,1430,4107,695,72,78.6,5.5,0
1518,YouTube,SF,2016,1,3,France,1247,30647,510,750,60.1,5.1,0
1519,YouTube,SF,2015,1,35,USA,290022,27643,997,11,57.6,5.6,0
1520,YouTube,Horreur,2015,9,31,USA,50738,17525,1322,41,55.3,4.3,0
1521,YouTube,Documentaire,2015,1,23,France,25858,42510,3602,367,59.7,7.7,0
1522,YouTube,Comedie,2016,3,5,Allemagne,34865,100,2,0,38.3,7.4,0
1523,YouTube,Comedie,2021,11,7,France,19662,168328,24677,766,75.4,5.1,1
1524,YouTube,Animation,2017,5,45,Allemagne,2339,6809,241,36,73.2,5.9,0
1525,YouTube,Action,2015,9,50,Canada,61472,83836,1498,652,67.7,5.2,1
1526,YouTube,Thriller,2015,5,26,France,15179,158,6,3,36.7,7.2,0
1527,YouTube,Comedie,2019,12,56,UK,1996,100,7,0,70.1,5.0,0
1528,YouTube,Action,2022,10,55,Canada,69464,259352,28527,8080,75.3,5.2,1
1529,YouTube,Biopic,2018,6,40,UK,9399,294,50,3,48.3,6.6,0
1530,YouTube,Action,2015,9,36,USA,34716,1370,227,25,56.6,5.2,0
1531,YouTube,Action,2017,5,57,France,17154,11143,1121,154,60.8,9.0,0
1532,YouTube,Biopic,2019,12,37,France,130974,20582,1913,615,63.1,5.4,0
1533,YouTube,Comedie,2016,5,56,UK,34211,44180,4402,128,56.2,7.6,0
1534,YouTube,Horreur,2023,11,58,France,3761,5210,438,54,55.9,7.8,0
1535,YouTube,Action,2021,8,14,France,41940,213,11,1,95.0,4.4,0
1536,YouTube,Comedie,2018,8,40,USA,44773,17441,140,42,54.6,6.1,0
1537,YouTube,Comedie,2023,5,44,France,61246,18149,3638,3,73.7,5.2,0
1538,YouTube,Documentaire,2017,10,49,Canada,174861,100,4,1,58.3,7.9,0
1539,YouTube,Animation,2016,9,22,Canada,6425,103436,11073,86,60.6,6.4,1
1540,YouTube,SF,2023,10,52,Canada,83773,100,7,1,84.3,7.8,0
1541,YouTube,Drame,2023,10,30,France,699,39578,2914,675,81.3,8.9,0
1542,YouTube,Action,2017,2,25,USA,17327,610,38,12,46.8,9.1,0
1543,YouTube,Romance,2020,11,11,Canada,12716,17392,1359,92,56.1,4.9,0
1544,YouTube,Drame,2016,11,21,USA,398590,10673,2083,84,75.5,4.7,0
1545,YouTube,Romance,2020,3,58,UK,16112,2716,218,13,79.4,4.7,0
1546,YouTube,Animation,2021,12,43,USA,74308,9206,1028,66,88.9,8.2,0
1547,YouTube,Horreur,2021,7,44,USA,649,2401,59,1,77.8,7.6,0
1548,YouTube,SF,2020,4,54,France,10899,17763,4189,181,41.0,7.5,0
1549,YouTube,Action,2021,3,18,UK,4053,703047,82010,2185,73.5,7.3,1
1550,YouTube,Drame,2019,5,40,France,3112765,104,12,0,84.8,5.9,0
1551,YouTube,Horreur,2022,1,24,Allemagne,5804,100,8,1,65.8,6.6,0
1552,YouTube,Romance,2016,9,51,USA,25503,1054,360,2,79.9,7.0,0
1553,YouTube,Animation,2019,9,27,France,28371,888,107,9,50.0,6.7,0
1554,YouTube,SF,2018,9,51,UK,916,1159,62,18,57.3,5.5,0
1555,YouTube,Comedie,2019,7,45,USA,7691,294,11,1,59.9,8.9,0
1556,YouTube,Horreur,2016,5,47,France,49490,26399,267,142,49.6,4.7,0
1557,YouTube,Documentaire,2017,9,55,Espagne,26145,100,14,0,25.5,5.9,0
1558,YouTube,Biopic,2023,11,48,UK,221,9199,480,29,32.1,8.7,0
1559,YouTube,Horreur,2015,2,21,USA,7086,14708,1933,27,62.6,7.9,0
1560,YouTube,Drame,2020,5,32,Canada,169675,6575,1250,59,73.5,4.6,0
1561,YouTube,Drame,2020,12,29,USA,71428,10075,669,106,61.4,3.2,0
1562,YouTube,Drame,2019,11,6,USA,251718,31989,685,84,65.2,5.0,0
1563,YouTube,Biopic,2015,12,36,France,3067,3408,907,26,84.0,6.7,0
1564,YouTube,Romance,2015,3,27,France,285460,1253,97,2,67.1,6.6,0
1565,YouTube,SF,2017,6,25,USA,20154,10056,1796,109,56.6,6.5,0
1566,YouTube,Biopic,2015,2,9,USA,532024,13371,763,190,60.1,7.4,0
1567,YouTube,Animation,2015,11,31,UK,22172,27562,846,91,39.8,6.5,0
1568,YouTube,Biopic,2016,7,36,USA,366,100,13,0,69.0,7.9,0
1569,YouTube,Biopic,2016,3,9,USA,120392,1884,175,12,53.2,7.6,0
1570,YouTube,Action,2022,2,39,Canada,9072,207,24,2,92.4,3.3,0
1571,YouTube,Thriller,2020,9,12,Espagne,10379,12117,547,75,88.0,6.6,0
1572,YouTube,Documentaire,2015,10,11,USA,1204,18338,654,343,19.4,6.2,0
1573,YouTube,Horreur,2020,11,25,Allemagne,564897,1501,343,7,86.6,6.9,0
1574,YouTube,Comedie,2016,12,25,Canada,7768,481,98,7,45.3,6.1,0
1575,YouTube,Thriller,2018,10,55,France,514047,13258,970,117,73.9,4.1,0
1576,YouTube,Romance,2015,10,6,USA,9297,2136,39,42,13.8,7.2,0
1577,YouTube,Documentaire,2015,10,22,France,3444,105468,3461,1757,76.2,7.5,1
1578,YouTube,Comedie,2016,12,44,UK,308370,250792,9593,455,88.7,3.7,1
1579,YouTube,Animation,2018,6,17,USA,19021,36380,5574,669,79.4,9.1,0
1580,YouTube,Drame,2019,10,58,USA,19396,5332,358,23,51.5,7.9,0
1581,YouTube,Drame,2018,10,45,Canada,1697,286054,20545,1852,78.0,5.2,1
1582,YouTube,Romance,2020,2,56,USA,8819,5441,289,53,75.8,4.9,0
1583,YouTube,SF,2021,9,57,USA,51916,899,29,5,33.7,6.8,0
1584,YouTube,Animation,2021,5,9,Allemagne,1638,550,93,2,47.7,6.7,0
1585,YouTube,Thriller,2020,2,29,Espagne,7493,513,110,2,84.3,7.4,0
1586,YouTube,Horreur,2019,3,45,Canada,9500,2933,477,18,76.4,7.2,0
1587,YouTube,Action,2019,2,3,France,25156,9487,922,37,54.1,7.4,0
1588,YouTube,Horreur,2017,11,28,France,424691,100,12,1,29.3,4.8,0
1589,YouTube,Action,2019,10,42,France,12089,970,20,3,85.7,6.3,0
1590,YouTube,Documentaire,2015,2,48,USA,5535,5075,286,4,34.8,7.0,0
1591,YouTube,Thriller,2023,8,26,France,5350717,14899,617,90,76.6,6.1,0
1592,YouTube,Thriller,2018,8,52,Allemagne,9261,2793,243,10,52.3,7.5,0
1593,YouTube,Action,2021,7,41,UK,15043,5493,414,54,70.8,8.1,0
